activity_id,user_id,first_name,last_name,gender,email,signup_date,state,subscription,activity_date,day_name,month,daily_listening_time,daily_streams
ACT002936,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-16,Thursday,January,2h 51m,34
ACT002937,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-17,Friday,January,4h 3m,60
ACT002938,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-18,Saturday,January,0h 16m,5
ACT002939,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-19,Sunday,January,2h 27m,36
ACT002940,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-20,Monday,January,2h 25m,36
ACT002941,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-21,Tuesday,January,2h 45m,55
ACT002942,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-22,Wednesday,January,3h 21m,40
ACT002943,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-23,Thursday,January,2h 36m,39
ACT002944,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-24,Friday,January,5h 43m,85
ACT002945,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-25,Saturday,January,2h 8m,42
ACT002946,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-26,Sunday,January,2h 24m,48
ACT002947,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-27,Monday,January,1h 2m,12
ACT002948,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-28,Tuesday,January,1h 32m,18
ACT002949,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-29,Wednesday,January,4h 39m,69
ACT002950,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-30,Thursday,January,4h 42m,70
ACT002951,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-01-31,Friday,January,5h 37m,84
ACT002952,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-01,Saturday,February,3h 26m,41
ACT002953,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-02,Sunday,February,0h 28m,9
ACT002954,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-03,Monday,February,3h 51m,77
ACT002955,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-04,Tuesday,February,3h 15m,39
ACT002956,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-05,Wednesday,February,1h 21m,27
ACT002957,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-06,Thursday,February,3h 36m,43
ACT002958,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-07,Friday,February,1h 2m,20
ACT002959,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-08,Saturday,February,0h 19m,4
ACT002960,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-09,Sunday,February,5h 19m,63
ACT002961,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-10,Monday,February,0h 48m,9
ACT002962,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-11,Tuesday,February,4h 49m,96
ACT002963,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-12,Wednesday,February,3h 24m,40
ACT002964,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-13,Thursday,February,4h 34m,54
ACT002965,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-14,Friday,February,5h 49m,87
ACT002966,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-15,Saturday,February,3h 27m,41
ACT002967,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-16,Sunday,February,0h 53m,13
ACT002968,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-17,Monday,February,1h 6m,16
ACT002969,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-18,Tuesday,February,0h 13m,3
ACT002970,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-19,Wednesday,February,0h 23m,7
ACT002971,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-20,Thursday,February,5h 11m,103
ACT002972,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-21,Friday,February,4h 59m,99
ACT002973,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-22,Saturday,February,5h 12m,104
ACT002974,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-23,Sunday,February,5h 31m,110
ACT002975,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-24,Monday,February,4h 35m,55
ACT002976,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-25,Tuesday,February,5h 51m,87
ACT002977,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-26,Wednesday,February,5h 3m,75
ACT002978,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-27,Thursday,February,4h 56m,74
ACT002979,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-02-28,Friday,February,5h 58m,71
ACT002980,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-01,Saturday,March,5h 25m,81
ACT002981,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-02,Sunday,March,5h 21m,64
ACT002982,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-03,Monday,March,4h 17m,85
ACT002983,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-04,Tuesday,March,1h 0m,12
ACT002984,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-05,Wednesday,March,1h 58m,23
ACT002985,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-06,Thursday,March,4h 33m,91
ACT002986,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-07,Friday,March,3h 16m,65
ACT002987,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-08,Saturday,March,2h 26m,36
ACT002988,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-09,Sunday,March,1h 16m,15
ACT002989,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-10,Monday,March,2h 34m,51
ACT002990,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-11,Tuesday,March,3h 49m,45
ACT002991,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-12,Wednesday,March,2h 58m,59
ACT002992,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-13,Thursday,March,2h 53m,57
ACT002993,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-14,Friday,March,3h 14m,38
ACT002994,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-15,Saturday,March,1h 22m,27
ACT002995,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-16,Sunday,March,3h 24m,40
ACT002996,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-17,Monday,March,3h 36m,43
ACT002997,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-18,Tuesday,March,4h 20m,65
ACT002998,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-19,Wednesday,March,2h 40m,53
ACT002999,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-20,Thursday,March,1h 14m,24
ACT003000,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-21,Friday,March,0h 38m,9
ACT003001,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-22,Saturday,March,1h 36m,19
ACT003002,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-23,Sunday,March,1h 25m,21
ACT003003,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-24,Monday,March,0h 58m,19
ACT003004,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-25,Tuesday,March,2h 58m,35
ACT003005,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-26,Wednesday,March,2h 16m,34
ACT003006,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-27,Thursday,March,1h 7m,16
ACT003007,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-28,Friday,March,3h 7m,37
ACT003008,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-29,Saturday,March,4h 31m,90
ACT003009,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-30,Sunday,March,2h 24m,36
ACT003010,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-03-31,Monday,March,2h 24m,48
ACT003011,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-01,Tuesday,April,2h 23m,35
ACT003012,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-02,Wednesday,April,3h 58m,59
ACT003013,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-03,Thursday,April,3h 31m,42
ACT003014,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-04,Friday,April,3h 47m,45
ACT003015,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-05,Saturday,April,2h 12m,26
ACT003016,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-06,Sunday,April,3h 12m,64
ACT003017,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-07,Monday,April,4h 17m,64
ACT003018,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-08,Tuesday,April,4h 54m,73
ACT003019,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-09,Wednesday,April,0h 59m,11
ACT003020,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-10,Thursday,April,0h 51m,17
ACT003021,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-11,Friday,April,0h 30m,10
ACT003022,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-12,Saturday,April,3h 1m,60
ACT003023,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-13,Sunday,April,2h 46m,41
ACT003024,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-14,Monday,April,2h 24m,28
ACT003025,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-15,Tuesday,April,2h 36m,39
ACT003026,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-16,Wednesday,April,3h 14m,38
ACT003027,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-17,Thursday,April,5h 49m,69
ACT003028,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-18,Friday,April,1h 10m,14
ACT003029,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-19,Saturday,April,0h 43m,10
ACT003030,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-20,Sunday,April,3h 38m,43
ACT003031,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-21,Monday,April,5h 45m,69
ACT003032,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-22,Tuesday,April,3h 38m,43
ACT003033,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-23,Wednesday,April,2h 26m,36
ACT003034,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-24,Thursday,April,2h 57m,44
ACT003035,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-25,Friday,April,0h 40m,13
ACT003036,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-26,Saturday,April,0h 37m,9
ACT003037,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-27,Sunday,April,2h 39m,39
ACT003038,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-28,Monday,April,2h 40m,32
ACT003039,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-29,Tuesday,April,5h 43m,85
ACT003040,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-04-30,Wednesday,April,0h 47m,15
ACT003041,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-01,Thursday,May,1h 51m,37
ACT003042,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-02,Friday,May,4h 36m,69
ACT003043,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-03,Saturday,May,5h 26m,65
ACT003044,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-04,Sunday,May,1h 54m,22
ACT003045,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-05,Monday,May,3h 31m,52
ACT003046,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-06,Tuesday,May,3h 47m,45
ACT003047,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-07,Wednesday,May,5h 3m,101
ACT003048,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-08,Thursday,May,2h 12m,33
ACT003049,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-09,Friday,May,5h 32m,66
ACT003050,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-10,Saturday,May,1h 15m,18
ACT003051,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-11,Sunday,May,1h 15m,18
ACT003052,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-12,Monday,May,4h 14m,63
ACT003053,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-13,Tuesday,May,3h 7m,37
ACT003054,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-14,Wednesday,May,5h 53m,117
ACT003055,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-15,Thursday,May,2h 5m,41
ACT003056,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-16,Friday,May,4h 51m,58
ACT003057,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-17,Saturday,May,3h 34m,53
ACT003058,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-18,Sunday,May,4h 1m,60
ACT003059,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-19,Monday,May,1h 18m,15
ACT003060,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-20,Tuesday,May,5h 13m,104
ACT003061,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-21,Wednesday,May,2h 48m,33
ACT003062,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-22,Thursday,May,2h 53m,34
ACT003063,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-23,Friday,May,2h 39m,39
ACT003064,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-24,Saturday,May,4h 8m,62
ACT003065,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-25,Sunday,May,1h 35m,31
ACT003066,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-26,Monday,May,2h 32m,38
ACT003067,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-27,Tuesday,May,4h 17m,51
ACT003068,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-28,Wednesday,May,4h 37m,69
ACT003069,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-29,Thursday,May,2h 32m,50
ACT003070,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-30,Friday,May,4h 15m,51
ACT003071,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-05-31,Saturday,May,2h 54m,43
ACT003072,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-01,Sunday,June,0h 15m,5
ACT003073,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-02,Monday,June,2h 31m,30
ACT003074,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-03,Tuesday,June,4h 24m,52
ACT003075,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-04,Wednesday,June,0h 29m,7
ACT003076,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-05,Thursday,June,5h 1m,100
ACT003077,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-06,Friday,June,4h 32m,54
ACT003078,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-07,Saturday,June,1h 41m,33
ACT003079,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-08,Sunday,June,3h 13m,64
ACT003080,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-09,Monday,June,5h 27m,109
ACT003081,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-10,Tuesday,June,3h 26m,68
ACT003082,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-11,Wednesday,June,4h 6m,49
ACT003083,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-12,Thursday,June,4h 50m,72
ACT003084,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-13,Friday,June,4h 36m,92
ACT003085,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-14,Saturday,June,1h 6m,22
ACT003086,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-15,Sunday,June,3h 55m,47
ACT003087,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-16,Monday,June,0h 35m,11
ACT003088,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-17,Tuesday,June,4h 20m,52
ACT003089,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-18,Wednesday,June,0h 24m,8
ACT003090,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-19,Thursday,June,3h 19m,49
ACT003091,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-20,Friday,June,2h 58m,35
ACT003092,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-21,Saturday,June,2h 12m,33
ACT003093,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-22,Sunday,June,3h 14m,48
ACT003094,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-23,Monday,June,3h 18m,49
ACT003095,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-24,Tuesday,June,3h 11m,47
ACT003096,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-25,Wednesday,June,0h 24m,6
ACT003097,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-26,Thursday,June,1h 32m,30
ACT003098,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-27,Friday,June,0h 19m,4
ACT003099,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-28,Saturday,June,4h 49m,96
ACT003100,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-29,Sunday,June,2h 9m,32
ACT003101,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-06-30,Monday,June,0h 11m,2
ACT003102,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-01,Tuesday,July,4h 31m,67
ACT003103,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-02,Wednesday,July,4h 51m,72
ACT003104,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-03,Thursday,July,3h 40m,55
ACT003105,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-04,Friday,July,3h 11m,38
ACT003106,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-05,Saturday,July,1h 5m,16
ACT003107,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-06,Sunday,July,5h 3m,75
ACT003108,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-07,Monday,July,0h 27m,6
ACT003109,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-08,Tuesday,July,3h 51m,77
ACT003110,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-09,Wednesday,July,4h 0m,80
ACT003111,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-10,Thursday,July,2h 45m,33
ACT003112,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-11,Friday,July,2h 32m,38
ACT003113,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-12,Saturday,July,4h 10m,62
ACT003114,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-13,Sunday,July,1h 16m,25
ACT003115,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-14,Monday,July,1h 2m,12
ACT003116,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-15,Tuesday,July,1h 29m,17
ACT003117,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-16,Wednesday,July,4h 36m,92
ACT003118,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-17,Thursday,July,1h 6m,22
ACT003119,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-18,Friday,July,2h 34m,30
ACT003120,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-19,Saturday,July,1h 39m,19
ACT003121,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-20,Sunday,July,5h 23m,64
ACT003122,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-21,Monday,July,1h 2m,12
ACT003123,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-22,Tuesday,July,5h 7m,102
ACT003124,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-23,Wednesday,July,1h 12m,18
ACT003125,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-24,Thursday,July,4h 23m,65
ACT003126,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-25,Friday,July,4h 1m,60
ACT003127,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-26,Saturday,July,5h 2m,60
ACT003128,U009,Yash,Jindal,Male,yash.jindal@gmail.com,2022-10-18,Karnataka,Family,2025-07-27,Sunday,July,4h 18m,51
